Reference,WKT Polygon
AS-018674,"POLYGON ((144.996005082163 -37.9250816968896, 144.996160341455 -37.924295010845, 144.996186781103 -37.9241592049829, 144.996425857982 -37.9229458022854, 144.99639736918 -37.9229140466137, 144.996166730856 -37.9227605246323, 144.996540240728 -37.9228181627254, 144.996643219146 -37.9228340647875, 144.996622707444 -37.9228437184141, 144.996176791651 -37.9251012935123, 144.996005082163 -37.9250816968896))"
AS-018675,"POLYGON ((145.02346111028 -37.9598269675895, 145.023629554863 -37.9590206429087, 145.023656651747 -37.9588844817316, 145.02401781488 -37.9571682445353, 145.024189564527 -37.9571894237986, 145.02383945928 -37.9588584461151, 145.023850375115 -37.9588800772603, 145.023856065205 -37.958977769004, 145.023823240087 -37.9590558890879, 145.023791370521 -37.9590898681532, 145.023634356422 -37.9598392513453, 145.023643654606 -37.9598490500671, 145.02346111028 -37.9598269675895))"
AS-018676,"POLYGON ((144.99850995952 -37.9351126764096, 144.99851260081 -37.9350153054762, 145.000001252975 -37.9351896793013, 145.000201614189 -37.9352151644399, 145.000948765775 -37.9353052747898, 145.001044148605 -37.9353166283733, 145.001012314042 -37.9354963203111, 144.998507319106 -37.9351974310543, 144.99850995952 -37.9351126764096))"
AS-018677,"POLYGON ((145.001012314042 -37.9354963203111, 145.001044148605 -37.9353166283733, 145.001154388535 -37.935329766333, 145.002343486171 -37.9354739673954, 145.002755549538 -37.9355222382159, 145.002719788624 -37.935716823325, 145.002700482373 -37.9356986524355, 145.001012314042 -37.9354963203111))"
AS-018678,"POLYGON ((145.010056125125 -37.9289835605451, 145.010017854316 -37.9291750418872, 145.009986400499 -37.9291432392891, 145.008657826253 -37.9289639528725, 145.008680801886 -37.9288292569337, 145.010014307479 -37.9290070043918, 145.010056125125 -37.9289835605451))"
AS-018679,"POLYGON ((145.018977680408 -37.9104533569613, 145.018737885719 -37.9104245368442, 145.018775103704 -37.9104066895982, 145.018858060743 -37.9099176695322, 145.018864830997 -37.9099027339876, 145.018875761922 -37.9098895807278, 145.018890045594 -37.9098786467324, 145.018907324025 -37.9098705567917, 145.018926218421 -37.9098658283899, 145.01894604422 -37.9098645401167, 145.018965657262 -37.9098669430571, 145.01898438265 -37.9098727554964, 145.019000633538 -37.9098817704818, 145.019013967242 -37.9098935299752, 145.019023609667 -37.9099072098903, 145.019029231818 -37.909922354103, 145.019030286981 -37.9099381423551, 145.018945881792 -37.9104175857614, 145.018977680408 -37.9104533569613))"
AS-018680,"POLYGON ((145.038101931323 -37.9849754514799, 145.038136258425 -37.9847810125888, 145.038166551752 -37.9848149512027, 145.039001888285 -37.984915037516, 145.039244551434 -37.9849438665093, 145.040095339208 -37.9850496097255, 145.040308011883 -37.985054506364, 145.040742670446 -37.9851079798677, 145.041172439327 -37.9851141493465, 145.041305688008 -37.985108619196, 145.041268760793 -37.9852598500513, 145.041157678212 -37.9852496186267, 145.040712582652 -37.9852417518217, 145.040315334106 -37.9851943988273, 145.04010765424 -37.9851901261217, 145.039184465862 -37.9850752453434, 145.039012780349 -37.9850576029493, 145.038141598668 -37.9849524127825, 145.038101931323 -37.9849754514799))"
AS-018681,"POLYGON ((145.043738457123 -37.9855440112409, 145.043756062882 -37.9854513040794, 145.043774860349 -37.9853523085954, 145.043806788175 -37.9853848311149, 145.044735546316 -37.9854919281735, 145.044776810087 -37.9854687335332, 145.044741134316 -37.9856631521019, 145.043738457123 -37.9855440112409))"
AS-018682,"POLYGON ((145.041268760793 -37.9852598500513, 145.041305688008 -37.985108619196, 145.041393006994 -37.9851047569393, 145.042371464441 -37.985218017376, 145.042578378443 -37.9852425495104, 145.043538913102 -37.9853534291997, 145.04352710225 -37.9854251455259, 145.043512085123 -37.9855189771221, 145.041362916977 -37.9852686278924, 145.041268760793 -37.9852598500513))"
AS-018683,"POLYGON ((144.989744836324 -37.909487629855, 144.989766329465 -37.9093457028731, 144.992041475051 -37.9096018263096, 144.992023056815 -37.9097479515985, 144.989744836324 -37.909487629855))"
AS-018684,"POLYGON ((144.986690493287 -37.9091385576111, 144.986749690125 -37.9090699104461, 144.986799843152 -37.9090117422588, 144.989766329465 -37.9093457028731, 144.989744836324 -37.909487629855, 144.986690493287 -37.9091385576111))"
AS-018685,"POLYGON ((145.008030544633 -37.9345634521511, 145.008065348916 -37.9343742560262, 145.00809373820599 -37.9344058270006, 145.010454717047 -37.9347083843824, 145.010429627194 -37.9348455680692, 145.00806719482 -37.9345419041285, 145.008030544633 -37.9345634521511))"
AS-018686,"POLYGON ((145.010429627194 -37.9348455680692, 145.010454717047 -37.9347083843824, 145.011789081718 -37.9348794586598, 145.011830084291 -37.9348568115054, 145.011793138176 -37.9350456121662, 145.01176375224 -37.935017179304, 145.010429627194 -37.9348455680692))"
AS-018687,"POLYGON ((145.035136775525 -37.9403878988539, 145.035177764828 -37.9403656037715, 145.035380384264 -37.9393843713114, 145.035350655701 -37.9393555780582, 145.035547435071 -37.9394224872195, 145.035344168449 -37.9404110086412, 145.035136775525 -37.9403878988539))"
AS-018688,"POLYGON ((145.035460091954 -37.9392284486618, 145.035500240161 -37.9392035260172, 145.035642950615 -37.9385019162831, 145.035612840304 -37.9384746487071, 145.035770634435 -37.9384885484773, 145.03573327875 -37.9385111748169, 145.035586325101 -37.9392354232587, 145.035586453857 -37.9392476813055, 145.035590648393 -37.9392610886573, 145.03559943082 -37.9392731307607, 145.035610564758 -37.9392823283952, 145.035460091954 -37.9392284486618))"
AS-018689,"POLYGON ((144.991938842394 -37.9288877239172, 144.991963412008 -37.9287582855478, 144.991975784795 -37.9287676886351, 144.993785996665 -37.9290064746046, 144.993761887742 -37.9291274502949, 144.991938842394 -37.9288877239172))"
AS-018690,"POLYGON ((145.037955682185 -37.9903839517665, 145.038209020529 -37.9891322292834, 145.038380648074 -37.9891523952296, 145.038126838082 -37.9904048311691, 145.037955682185 -37.9903839517665))"
AS-018691,"POLYGON ((145.038209020529 -37.9891322292834, 145.038637360329 -37.9870167772467, 145.038809547374 -37.9870371320867, 145.038380648074 -37.9891523952296, 145.038209020529 -37.9891322292834))"
AS-018692,"POLYGON ((145.039001888285 -37.984915037516, 145.039043042033 -37.9848917529526, 145.039512671955 -37.9824078679055, 145.039485909274 -37.9823738983842, 145.039726269055 -37.9824034088296, 145.039686819214 -37.9824269022991, 145.039213306314 -37.9849114442726, 145.039244551434 -37.9849438665093, 145.039001888285 -37.984915037516))"
AS-018693,"POLYGON ((145.038631628769 -37.9868728560521, 145.038676778078 -37.986844952244, 145.039012780349 -37.9850576029493, 145.039184465862 -37.9850752453434, 145.038842753169 -37.9869018807335, 145.038631628769 -37.9868728560521))"
AS-018694,"POLYGON ((144.996598094847 -37.9197641951078, 144.996808400924 -37.9196186333774, 144.996999525716 -37.9194840092512, 144.997904294234 -37.9188568789848, 144.998015715483 -37.9187793823899, 144.998170553533 -37.9189130468878, 144.998085320279 -37.9189728758256, 144.997865141138 -37.9191261120235, 144.996908748655 -37.9197984125205, 144.996754159572 -37.9197813615387, 144.996598094847 -37.9197641951078))"
AS-018695,"POLYGON ((144.998015715483 -37.9187793823899, 144.998130148968 -37.9186998642609, 144.998935719357 -37.9181351106724, 144.999038767354 -37.9180600840318, 144.999194372494 -37.9181948416464, 144.999115986072 -37.91824974127, 144.998274694035 -37.9188397517537, 144.998170553533 -37.9189130468878, 144.998015715483 -37.9187793823899))"
AS-018696,"POLYGON ((144.999038767354 -37.9180600840318, 144.999159691497 -37.9179718438302, 145.000472969718 -37.9170738105084, 145.000574538062 -37.9170029026955, 145.001115675294 -37.9166327069864, 145.001271347019 -37.9167776462099, 145.001204362363 -37.9168232787272, 145.000166841416 -37.9175280219796, 144.999284469789 -37.9181317602815, 144.999194372494 -37.9181948416464, 144.999038767354 -37.9180600840318))"
AS-018697,"POLYGON ((145.005040392496 -37.9139545486586, 145.005684190591 -37.9135130773995, 145.005863825105 -37.9133899587878, 145.006936031601 -37.9126517771043, 145.006939253798 -37.9126335379681, 145.007028236327 -37.9128852097775, 145.007022124654 -37.9128756439748, 145.007012313959 -37.9128682684311, 145.007000146705 -37.9128639169389, 145.00698652516 -37.9128628751329, 145.006973374847 -37.9128654459826, 145.006966351919 -37.912868571217, 145.005418348838 -37.9139346430058, 145.005313946893 -37.914005507093, 145.005040392496 -37.9139545486586))"
AS-018698,"POLYGON ((145.003028428586 -37.9153331750365, 145.003557330317 -37.9149728531075, 145.00375868394 -37.9148334347828, 145.004656778545 -37.9142174922945, 145.00469931348 -37.914188294918, 145.005040392496 -37.9139545486586, 145.005313946893 -37.914005507093, 145.005240597096 -37.9140553596727, 145.004996927014 -37.9142202870237, 145.00446711339 -37.9145811408432, 145.004232915744 -37.9147447853624, 145.003269647423 -37.9154106244087, 145.003183462353 -37.9154680979756, 145.003028428586 -37.9153331750365))"
AS-018699,"POLYGON ((145.001115675294 -37.9166327069864, 145.001334025059 -37.916483488657, 145.001450299012 -37.9164071525418, 145.001929604361 -37.9160810510279, 145.002074216951 -37.915983116971, 145.003028428586 -37.9153331750365, 145.003183462353 -37.9154680979756, 145.003085221023 -37.9155339279279, 145.002254327671 -37.91610350761, 145.002074346789 -37.9162263442816, 145.001364522938 -37.9167141649189, 145.001271347019 -37.9167776462099, 145.001115675294 -37.9166327069864))"
AS-018700,"POLYGON ((145.001204362363 -37.9168232787272, 145.001271347019 -37.9167776462099, 145.001364522938 -37.9167141649189, 145.001360124407 -37.9167505874689, 145.002859455583 -37.9180644489312, 145.002730819963 -37.9181561667347, 145.001204362363 -37.9168232787272))"
AS-018701,"POLYGON ((145.00187006799 -37.8970414081392, 145.002196864604 -37.8954110629825, 145.002350571303 -37.895538845164, 145.002112801067 -37.8967115562571, 145.002109136879 -37.8967377180911, 145.002041436051 -37.8970628822265, 145.001964818855 -37.8970532904637, 145.00187006799 -37.8970414081392))"
AS-018702,"POLYGON ((145.004338595796 -37.9330235013448, 145.004368758201 -37.9330062601138, 145.004650266788 -37.9315201472982, 145.004629923722 -37.9314982643539, 145.004849036473 -37.9315242398068, 145.00482228164 -37.9315417192039, 145.004540440091 -37.9330276465828, 145.004559089818 -37.9330490502332, 145.004338595796 -37.9330235013448))"
AS-018704,"POLYGON ((145.003085221023 -37.9155339279279, 145.003183462353 -37.9154680979756, 145.003269647423 -37.9154106244087, 145.004032321013 -37.9161227824637, 145.004085732498 -37.916128915407, 145.004042371607 -37.9162938143863, 145.003945563969 -37.9162939742437, 145.003131467303 -37.9155357943058, 145.003085221023 -37.9155339279279))"
AS-018703,"POLYGON ((145.040100539648 -37.9584801068018, 145.040191901745 -37.9580275313536, 145.04023447558 -37.9578389056447, 145.040397718616 -37.9570798693493, 145.040434912121 -37.9569052120857, 145.04048395402 -37.9566487460109, 145.040488827711 -37.9566281003711, 145.040498945306 -37.9566028560342, 145.040513238679 -37.9565789429053, 145.04053158209 -37.9565568094715, 145.040553397139 -37.9565368065608, 145.040578444326 -37.9565193807647, 145.040603907005 -37.9564991682672, 145.040630193493 -37.9564736526028, 145.040652550863 -37.9564460889039, 145.0406710857 -37.9564167492987, 145.040685338162 -37.9563858063614, 145.040695286709 -37.9563540707853, 145.040732275868 -37.9562041920915, 145.040706319212 -37.9561744717249, 145.040945052146 -37.9562020593223, 145.040903564525 -37.956225699737, 145.040857590139 -37.9564139086475, 145.040843165407 -37.9564513371404, 145.040824332557 -37.9564876107962, 145.040801561005 -37.9565221967325, 145.040774739377 -37.9565550029748, 145.040744216143 -37.9565857649755, 145.04069..."
AS-018705,"POLYGON ((145.004042371607 -37.9162938143863, 145.004085732498 -37.916128915407, 145.005360789082 -37.9162759831739, 145.005532839415 -37.9162949409127, 145.00642188436 -37.9163976934643, 145.006403428364 -37.9164829916747, 145.006384476171 -37.9165698134576, 145.006377650476 -37.9165614070427, 145.006367686759 -37.9165554707202, 145.00635558887 -37.9165527424352, 145.005360377014 -37.9164344015044, 145.005179380574 -37.9164139400657, 145.004174878704 -37.916294350208, 145.004042371607 -37.9162938143863))"
AS-018706,"POLYGON ((145.002001870154 -37.9395805396324, 145.002020132064 -37.9394860473556, 145.002244598298 -37.9395462729528, 145.002226631804 -37.9396298661959, 145.002045812139 -37.9406343865979, 145.002011494413 -37.9408133155532, 145.001807298515 -37.9419370227103, 145.001695528677 -37.9419463883719, 145.001572924267 -37.9419566512361, 145.001888502581 -37.9402161875372, 145.002001870154 -37.9395805396324))"
AS-018707,"POLYGON ((145.001231685473 -37.9435432092272, 145.001279916016 -37.9435480840802, 145.001541395296 -37.9421123773535, 145.001669797863 -37.9421149194474, 145.001773518886 -37.9421170420863, 145.001564754074 -37.9432578831278, 145.001540665386 -37.9433951716536, 145.001384576297 -37.944267369075, 145.001268973944 -37.9437209215596, 145.001231685473 -37.9435432092272))"
AS-018708,"POLYGON ((145.00295273349 -37.9344670777109, 145.003060074789 -37.9338935962429, 145.003091019768 -37.9337045164236, 145.00339172174 -37.9321156395929, 145.003619703861 -37.9321418580151, 145.003473196961 -37.9329184289621, 145.00344147356 -37.9330984840524, 145.003194256035 -37.9344094482058, 145.003179212492 -37.934494443052, 145.00295273349 -37.9344670777109))"
AS-018709,"POLYGON ((145.00255535132 -37.9366128528665, 145.002666933216 -37.9366185325498, 145.002778060207 -37.9366242044031, 145.002533762324 -37.9379650443377, 145.002476022669 -37.938294701069, 145.002451750625 -37.9384010768629, 145.002424140698 -37.9385340704316, 145.002383076253 -37.9387689374229, 145.002264548851 -37.9394524401301, 145.002244598298 -37.9395462729528, 145.002020132064 -37.9394860473556, 145.002036296053 -37.9394017927112, 145.002241180473 -37.9382942271527, 145.002116857271 -37.9382799497907, 145.002095465818 -37.9382673306044, 145.001822536439 -37.9382152931123, 145.001807952705 -37.9381781877343, 145.002156233584 -37.9382461040144, 145.002244906506 -37.9382742845854, 145.00255535132 -37.9366128528665))"
AS-018710,"POLYGON ((145.002719788624 -37.935716823325, 145.002755549538 -37.9355222382159, 145.00295273349 -37.9344670777109, 145.003179212492 -37.934494443052, 145.003162647318 -37.9345894149964, 145.0030031597 -37.9354374072191, 145.00296999188 -37.9356160858191, 145.002890465537 -37.9360319749638, 145.002897499768 -37.9360327252112, 145.00282332877 -37.9364188766451, 145.002852829438 -37.9364513688954, 145.002697691845 -37.9364532405221, 145.002586374915 -37.9364545944557, 145.002719788624 -37.935716823325))"
AS-018711,"POLYGON ((145.003945199576 -37.9291308195156, 145.003963491357 -37.9291191443946, 145.004377049474 -37.926889286422, 145.004594516761 -37.9269209116485, 145.004577525022 -37.9270149755369, 145.004510790081 -37.9273582692607, 145.004364929543 -37.9281832456728, 145.004334343775 -37.9283466489047, 145.004189161016 -37.9291590201078, 145.003945199576 -37.9291308195156))"
AS-018712,"POLYGON ((145.00339172174 -37.9321156395929, 145.003497126154 -37.9315587961354, 145.003522599481 -37.931424684463, 145.00389245508 -37.9294698442959, 145.004011908059 -37.9294827753665, 145.004121494187 -37.9294945476205, 145.003970074198 -37.9302891496823, 145.00393650864 -37.9304616940679, 145.003788172556 -37.9312388654531, 145.003757455643 -37.9314154232249, 145.003619703861 -37.9321418580151, 145.00339172174 -37.9321156395929))"
AS-018713,"POLYGON ((145.004377049474 -37.926889286422, 145.004484582845 -37.9263077856348, 145.004510337609 -37.9261462829166, 145.004649175235 -37.9254461786918, 145.004876821608 -37.9254798684659, 145.004862609657 -37.9255510899379, 145.004774857742 -37.9259901819259, 145.004737542637 -37.9261837503927, 145.004614460729 -37.9268102262555, 145.004594516761 -37.9269209116485, 145.004377049474 -37.926889286422))"
AS-018714,"POLYGON ((145.004649175235 -37.9254461786918, 145.005083938233 -37.9232508304471, 145.005312156406 -37.9232841685462, 145.005300596205 -37.9233457024645, 145.005148712393 -37.9241164182712, 145.005117554573 -37.9242800824936, 145.004895464678 -37.9253878150778, 145.004876821608 -37.9254798684659, 145.004649175235 -37.9254461786918))"
AS-018715,"POLYGON ((145.005083938233 -37.9232508304471, 145.005271924717 -37.9223017550098, 145.005304059052 -37.9221650521394, 145.005566157603 -37.9209105654054, 145.005674528598 -37.9209247486388, 145.005826741437 -37.9209457127872, 145.005814008622 -37.9209454068294, 145.005801865591 -37.920948535304, 145.005791909112 -37.9209549450458, 145.005785419168 -37.9209635763525, 145.005783133971 -37.9209723690541, 145.005630008399 -37.9217094512792, 145.005629406886 -37.9217190835707, 145.005590609633 -37.9218919005084, 145.005588527461 -37.9219015978135, 145.005504971719 -37.9223036337381, 145.005478777364 -37.9224394460908, 145.005327697478 -37.9232016148188, 145.005312156406 -37.9232841685462, 145.005083938233 -37.9232508304471))"
AS-018716,"POLYGON ((145.005598038954 -37.9207284392905, 145.005810552386 -37.9196204518824, 145.00585109025 -37.9193957570486, 145.006032014462 -37.9184335831023, 145.006257232292 -37.9184553334288, 145.006235039662 -37.9185441729229, 145.00605569132 -37.9195154756946, 145.006034577018 -37.9196528162217, 145.005831947837 -37.9207571867154, 145.005715165148 -37.9207427709141, 145.005598038954 -37.9207284392905))"
AS-018717,"POLYGON ((145.006032014462 -37.9184335831023, 145.006385312805 -37.9165893829811, 145.006387058453 -37.916579499715, 145.006384476171 -37.9165698134576, 145.006403428364 -37.9164829916747, 145.006618459647 -37.9165110570394, 145.006591636332 -37.9166619086524, 145.006456383931 -37.9173781180227, 145.006426272845 -37.9175580215803, 145.006278909239 -37.9183687381087, 145.006257232292 -37.9184553334288, 145.006032014462 -37.9184335831023))"
AS-018718,"POLYGON ((145.006739681625 -37.9146289485176, 145.007029998409 -37.9128957832999, 145.007099146658 -37.9124957543825, 145.007322897992 -37.9125163962449, 145.007212824967 -37.9131600389148, 145.007190585489 -37.9132970904149, 145.006983219244 -37.9145320535029, 145.00696356455 -37.9146533782646, 145.006739681625 -37.9146289485176))"
AS-018719,"POLYGON ((145.006403428364 -37.9164829916747, 145.00642188436 -37.9163976934643, 145.006670179353 -37.9150377123857, 145.006701747757 -37.914854318815, 145.006739681625 -37.9146289485176, 145.00696356455 -37.9146533782646, 145.006949401055 -37.9147398307156, 145.006807574946 -37.9155017988695, 145.006776616786 -37.9156625834685, 145.006625311379 -37.9164721525591, 145.006618459647 -37.9165110570394, 145.006403428364 -37.9164829916747))"
AS-018720,"POLYGON ((145.007099146658 -37.9124957543825, 145.007123955897 -37.9123519876471, 145.007183238703 -37.9120224431528, 145.00754890426 -37.9099239564453, 145.007562069398 -37.9098364956484, 145.007782788368 -37.9098638439705, 145.007680335233 -37.9104614765989, 145.007655352042 -37.9105991126166, 145.007522501015 -37.9113578999383, 145.007493904936 -37.9115198062685, 145.007363877411 -37.9122834172827, 145.007335193579 -37.9124443307722, 145.007322897992 -37.9125163962449, 145.007099146658 -37.9124957543825))"
AS-018722,"POLYGON ((145.007864809658 -37.908045952369, 145.00807356944 -37.9068169574726, 145.008058440071 -37.9066863020912, 145.008016076242 -37.9065617641469, 145.008286870833 -37.9069292495882, 145.008197287564 -37.9074464462197, 145.008177097976 -37.9075666808974, 145.008091390038 -37.9080666405372, 145.007864809658 -37.908045952369))"
AS-018721,"POLYGON ((145.007562069398 -37.9098364956484, 145.007575754874 -37.909746610504, 145.007743650042 -37.9087637548339, 145.007773395315 -37.9085844752506, 145.007864809658 -37.908045952369, 145.008091390038 -37.9080666405372, 145.007782788368 -37.9098638439705, 145.007562069398 -37.9098364956484))"
AS-018723,"POLYGON ((145.001254511145 -37.9223744177407, 145.001627764243 -37.9204791169526, 145.001795606227 -37.9204983692278, 145.001426257561 -37.9223924752902, 145.001254511145 -37.9223744177407))"
AS-018724,"POLYGON ((145.000858534286 -37.9243392609204, 145.001131328066 -37.9229996267034, 145.001254511145 -37.9223744177407, 145.001426257561 -37.9223924752902, 145.001304334024 -37.923017435497, 145.001028396491 -37.9243640458217, 145.000858534286 -37.9243392609204))"
AS-018725,"POLYGON ((145.000858534286 -37.9243392609204, 145.001028396491 -37.9243640458217, 145.000762330071 -37.9256734244884, 145.000679063707 -37.9256646197618, 145.000576014457 -37.9256511531342, 145.000594275107 -37.9256364140344, 145.000681935613 -37.9252057948235, 145.000248080668 -37.9251493968355, 145.000253366209 -37.9251222714734, 145.000687966718 -37.9251763390801, 145.000858534286 -37.9243392609204))"
AS-018726,"POLYGON ((144.996549755504 -37.9329244413999, 144.996589900528 -37.9329083634918, 144.996885649696 -37.9313351005487, 144.996854027165 -37.9313013090624, 144.997112004747 -37.9313288619096, 144.997073830746 -37.9313520026575, 144.996772866455 -37.9329498692064, 144.996549755504 -37.9329244413999))"
AS-018727,"POLYGON ((145.035599439975 -37.9479256078981, 145.035618252528 -37.9479157389115, 145.035986658052 -37.9462778909358, 145.036156917533 -37.9462986671491, 145.035792433564 -37.9479346887332, 145.035803734915 -37.947950467672, 145.035599439975 -37.9479256078981))"
AS-018728,"POLYGON ((145.021546158873 -37.921587458106, 145.021571563687 -37.9214502767929, 145.022708968901 -37.921576729044, 145.022738064693 -37.9213908562195, 145.023142740558 -37.9217720931561, 145.021546158873 -37.921587458106))"
AS-018729,"POLYGON ((145.032788116817 -37.9873204327033, 145.032827116486 -37.9871860911643, 145.035094584942 -37.9874417279829, 145.035058735967 -37.987581890407, 145.032788116817 -37.9873204327033))"
AS-018730,"POLYGON ((145.035058735967 -37.987581890407, 145.035094584942 -37.9874417279829, 145.037314614952 -37.9876921135957, 145.037354753686 -37.9876685423634, 145.037334223895 -37.987772374046, 145.037320166286 -37.9878427004037, 145.035058735967 -37.987581890407))"
AS-018731,"POLYGON ((145.047478737995 -37.9871726769622, 145.047509718766 -37.987009089493, 145.047510518601 -37.9870175737165, 145.047515277988 -37.9870270248576, 145.047524066181 -37.9870348306905, 145.047535553253 -37.9870396173834, 145.047726520038 -37.987060361152, 145.047753944052 -37.9870609967449, 145.047781008326 -37.9870580217023, 145.047807141405 -37.9870515166525, 145.047831539437 -37.9870417385984, 145.048435757316 -37.9867428502188, 145.048481567645 -37.9867242355626, 145.048519080109 -37.986713683756, 145.048557753798 -37.9867065756344, 145.048597470131 -37.9867030894613, 145.048637204809 -37.9867032082357, 145.049020417383 -37.9867479572854, 145.049032524406 -37.986746536087, 145.049043583983 -37.9867416730828, 145.049051869842 -37.9867340605602, 145.049056220002 -37.9867245804029, 145.049038288617 -37.9868169225404, 145.049019830346 -37.986911959423, 145.049017361332 -37.9869020056476, 145.04901098691 -37.9868933388138, 145.049001019883 -37.9868870455083, 145.048988920721 -37.9868838708964, 145.04864..."
AS-018732,"POLYGON ((145.04219390148 -37.980983646319, 145.04221241107 -37.9808912247332, 145.042230903851 -37.9807994336776, 145.042260145711 -37.9808301095606, 145.043127658771 -37.9809346670283, 145.0433656282 -37.980964040099, 145.044328461801 -37.9810806284078, 145.044368371875 -37.9810568706562, 145.044351782837 -37.9811499553666, 145.044339058419 -37.9812218368737, 145.043410478991 -37.9811100541151, 145.043138708284 -37.9810758831181, 145.042231862041 -37.980964723125, 145.04219390148 -37.980983646319))"
AS-018733,"POLYGON ((145.010669552498 -37.9597013982759, 145.011495764786 -37.9598112552952, 145.011666489808 -37.9598325256781, 145.01265687133 -37.9599620920084, 145.01269811548 -37.9599394488689, 145.012750505 -37.9601071394458, 145.012641440072 -37.9600742963732, 145.010775671482 -37.9598307078668, 145.010669552498 -37.9597013982759))"
AS-018734,"POLYGON ((145.012641440072 -37.9600742963732, 145.012750505 -37.9601071394458, 145.012840251977 -37.9601008158678, 145.015174637527 -37.960403467926, 145.015146151868 -37.9605398738477, 145.012714449806 -37.9602244022845, 145.012641440072 -37.9600742963732))"
AS-018735,"POLYGON ((145.015146151868 -37.9605398738477, 145.015174637527 -37.960403467926, 145.015754353357 -37.9604785851363, 145.016023481315 -37.9604003989789, 145.016089206567 -37.9603858275369, 145.01615334129 -37.9603753745781, 145.016218291614 -37.9603684498798, 145.016283602472 -37.9603650457643, 145.016349155256 -37.9603653404632, 145.016414502171 -37.9603690560742, 145.016479292225 -37.9603765471431, 145.016543193814 -37.9603874476126, 145.016606085907 -37.9604020257919, 145.016667753092 -37.9604198274682, 145.016727394143 -37.9604410193638, 145.01678523903 -37.9604655152437, 145.016840726182 -37.9604930352915, 145.01689362564 -37.960523665749, 145.01694383333 -37.9605570443993, 145.016990782831 -37.9605930715784, 145.017034590334 -37.960631659133, 145.017074921799 -37.960672531085, 145.01711155453 -37.9607155034503, 145.0171443796 -37.960760394163, 145.017173358238 -37.9608086444341, 145.01719808624 -37.9608583550079, 145.01721845952 -37.9609091636665, 145.017234708032 -37.960960984173, 145.017246267764 -..."
AS-018736,"POLYGON ((145.03155467728 -37.9379522553504, 145.031780605694 -37.9379755013077, 145.031765047131 -37.9379829008948, 145.031752487335 -37.9379930541651, 145.031743509401 -37.9380054301755, 145.031738589901 -37.93801922585, 145.031615778991 -37.9386816022207, 145.03141253855 -37.9388229285201, 145.031568865202 -37.9379919639658, 145.031568443966 -37.937977898688, 145.031563683956 -37.9379643916187, 145.03155467728 -37.9379522553504))"
AS-018737,"POLYGON ((144.992047248776 -37.9276966129064, 144.992317173576 -37.9263057666068, 144.992331765843 -37.9262335620057, 144.992439380829 -37.9262506283172, 144.992158795895 -37.9277114035866, 144.992107671249 -37.9277045832536, 144.992047248776 -37.9276966129064))"
AS-018738,"POLYGON ((144.992331765843 -37.9262335620057, 144.992344281382 -37.9261707841888, 144.992444053718 -37.9256480090093, 144.992451159128 -37.9256210052068, 144.992595865702 -37.9248473012869, 144.992653927357 -37.9248541496467, 144.992706545512 -37.9248603643928, 144.992439380829 -37.9262506283172, 144.992331765843 -37.9262335620057))"
AS-018739,"POLYGON ((144.990592137489 -37.8927656131995, 144.990614928407 -37.8926383968535, 144.992458734147 -37.8928595646748, 144.992433132728 -37.8929898875507, 144.990592137489 -37.8927656131995))"
AS-018742,"POLYGON ((144.992678446896 -37.892905127259, 144.99270523475 -37.8927687867274, 144.9938381626 -37.8929037278751, 144.993812686932 -37.89304207363, 144.992678446896 -37.892905127259))"
AS-018740,"POLYGON ((145.005208218759 -37.9490051757381, 145.005379453754 -37.9490276351597, 145.005136304166 -37.950313256249, 145.004928663527 -37.9504711324659, 145.005208218759 -37.9490051757381))"
AS-018741,"POLYGON ((145.047996798155 -37.9808491571865, 145.048037031234 -37.9807616010638, 145.048309272691 -37.9793728290333, 145.048278634555 -37.9793432128503, 145.048520100563 -37.9793737148888, 145.048480138557 -37.9793952203065, 145.048203497929 -37.980808341306, 145.04818411493 -37.980908229088, 145.047996798155 -37.9808491571865))"
AS-018743,"POLYGON ((145.047816885969 -37.9819198179459, 145.047840944398 -37.9817853130325, 145.0479230175 -37.9813562793694, 145.047882189041 -37.9813502846538, 145.047964778582 -37.9809189164711, 145.047996798155 -37.9808491571865, 145.04818411493 -37.980908229088, 145.048166687137 -37.9809987772067, 145.04793071812 -37.9822299962847, 145.047910736377 -37.9824641475809, 145.047735269223 -37.9824260888688, 145.047750916899 -37.9823511915507, 145.047733324851 -37.9823490971278, 145.047816885969 -37.9819198179459))"
AS-018744,"POLYGON ((144.997808541556 -37.9332576775141, 144.997928541042 -37.9332716154016, 144.998014851925 -37.9332817356064, 144.997806020408 -37.934373726863, 144.99851260081 -37.9350153054762, 144.99850995952 -37.9351126764096, 144.99825810834 -37.9350894662268, 144.99814824524 -37.9349827911067, 144.998158802086 -37.9349669300456, 144.997768818467 -37.934616768477, 144.997613971359 -37.9344739113751, 144.997837017667 -37.9332900634448, 144.997808541556 -37.9332576775141))"
AS-018745,"POLYGON ((145.017114309511 -37.9123647092191, 145.017273859104 -37.9114382918126, 145.017291304251 -37.9113223348561, 145.017436753909 -37.9104506508055, 145.017447863665 -37.9103842415301, 145.017671362717 -37.9103633154522, 145.01765976733 -37.9104605365949, 145.017544563297 -37.9111505139826, 145.017513026238 -37.911346527794, 145.017334943626 -37.9123998784624, 145.017114309511 -37.9123647092191))"
